LinearVel.X,LinearVel.Y,LinearAcc.X,LinearAcc.Y,AngularVel.Z,AngularAcc.Z,VelMulDelta.X,VelMulDelta.Y, Angvelmuldelta.Z,GTruthPosDiff.X,GTruthPosDiff.Y,GTruthRotDiff.Z
-11.018082,12.808574,-12.970186,1.908018,0.523599,-0.000000,-1.101808,1.280857,0.052360,-117.917833,128.732256,0.052360,
-12.348916,12.905560,-13.308347,0.969857,0.523599,0.000000,-1.234892,1.290556,0.052360,-131.416905,129.115182,0.052360,
-13.711985,12.901071,-13.630689,-0.044892,0.523599,0.000000,-1.371199,1.290107,0.052360,-145.213011,128.449474,0.052360,
-15.102597,12.789486,-13.906112,-1.115842,0.523599,0.000000,-1.510260,1.278949,0.052360,-159.248200,126.687325,0.052360,
-16.514345,12.566605,-14.117481,-2.228818,0.523599,0.000000,-1.651434,1.256660,0.052360,-173.452506,123.793180,0.052360,
-17.939858,12.229275,-14.255132,-3.373293,0.523599,-0.000000,-1.793986,1.222928,0.052360,-187.747938,119.740122,0.052360,
-19.371191,11.775195,-14.313333,-4.540801,0.523599,0.000000,-1.937119,1.177520,0.052360,-201.581728,115.481031,-0.001454,
-20.640531,11.530606,-12.693396,-2.445887,-0.014544,-5.381430,-2.064053,1.153061,-0.001454,-215.111942,110.280471,0.261800,
-22.265250,10.274180,-16.247193,-12.564260,2.618002,26.325464,-2.226525,1.027418,0.261800,-234.046582,80.216573,-5.919574,
-24.134019,5.968467,-18.687688,-43.057130,-59.195742,-618.137431,-2.413402,0.596847,-5.919574,-244.881943,20.687640,0.392699,
-24.396507,-0.954348,-2.624883,-69.228158,3.926991,631.227317,-2.439651,-0.095435,0.392699,-231.431274,-53.965263,0.392699,
-21.831497,-8.514811,25.650107,-75.604625,3.926991,0.000000,-2.183150,-0.851481,0.392699,-189.262635,-123.708829,0.392699,
-16.508559,-14.844649,53.229376,-63.298380,3.926991,0.000000,-1.650856,-1.484465,0.392699,-124.233760,-173.292033,0.392699,
-9.329975,-18.707543,71.785838,-38.628938,3.926991,0.000000,-0.932998,-1.870754,0.392699,-47.802737,-194.660383,0.392699,
-1.533332,-19.586386,77.966431,-8.788426,3.926991,0.000000,-0.153333,-1.958639,0.392699,27.413314,-186.522767,0.261799,
5.571465,-17.686006,71.047965,19.003796,2.617994,-13.089969,0.557146,-1.768601,0.261799,82.735835,-165.468271,0.000000,
9.837282,-15.894513,42.658170,17.914932,0.000000,-26.179939,0.983728,-1.589451,0.000000,113.570407,-153.682231,0.000000,
12.277644,-15.106191,24.403620,7.883214,0.000000,0.000000,1.227764,-1.510619,0.000000,131.846379,-150.574100,-0.052360,
13.698301,-15.147002,14.206570,-0.408107,-0.523599,-5.235988,1.369830,-1.514700,-0.052360,141.413427,-155.314814,-0.052360,
14.380822,-15.875971,6.825218,-7.289694,-0.523599,0.000000,1.438082,-1.587597,-0.052360,145.486538,-165.012337,-0.052360,
14.619242,-16.985632,2.384196,-11.096600,-0.523599,0.000000,1.461924,-1.698563,-0.052360,146.056996,-177.409067,-0.052360,
14.561226,-18.300290,-0.580157,-13.146586,-0.523599,0.000000,1.456123,-1.830029,-0.052360,144.158803,-191.239703,-0.052360,
14.284999,-19.722147,-2.762269,-14.218565,-0.523599,0.000000,1.428500,-1.972215,-0.052360,140.345578,-205.794976,-0.052360,
13.832976,-21.196119,-4.520236,-14.739721,-0.523599,0.000000,1.383298,-2.119612,-0.052360,134.922035,-220.670475,-0.052360,
13.228386,-22.689720,-6.045901,-14.936014,-0.523599,0.000000,1.322839,-2.268972,-0.052360,126.306917,-224.606852,-0.052360,
12.074895,-21.545698,-11.534909,11.440217,-0.523599,-0.000000,1.207490,-2.154570,-0.052360,112.861820,-201.383676,-0.052360,
10.728324,-19.142960,-13.465713,24.027388,-0.523599,0.000000,1.072832,-1.914296,-0.052360,98.175252,-201.684112,-0.052360,
9.218040,-20.856224,-15.102839,-17.132643,-0.523599,0.000000,0.921804,-2.085622,-0.052360,84.721911,-217.334321,-0.052360,
7.960531,-22.337028,-12.575084,-14.808044,-0.523599,0.000000,0.796053,-2.233703,-0.052360,72.755241,-231.349750,-0.052360,
6.790565,-23.691020,-11.699662,-13.539920,-0.523599,0.000000,0.679057,-2.369102,-0.052360,61.239312,-244.359138,-0.026180,
5.684716,-24.951334,-11.058493,-12.603139,-0.261799,2.617994,0.568472,-2.495133,-0.026180,52.905199,-256.194857,-0.017453,
5.057741,-26.085038,-6.269751,-11.337033,-0.174533,0.872665,0.505774,-2.608504,-0.017453,45.160329,-267.510904,-0.157080,
3.875079,-27.240808,-11.826616,-11.557701,-1.570798,-13.962647,0.387508,-2.724081,-0.157080,18.891023,-278.195477,-0.296707,
0.061311,-28.111430,-38.137676,-8.706225,-2.967068,-13.962702,0.006131,-2.811143,-0.296707,-35.697412,-277.968826,-0.383973,
-6.473974,-27.191634,-65.352857,9.197961,-3.839729,-8.726608,-0.647397,-2.719163,-0.383973,-108.512460,-250.932000,-0.392699,
-13.917616,-23.138183,-74.436415,40.534506,-3.926991,-0.872621,-1.391762,-2.313818,-0.392699,-175.860690,-192.641006,-0.392699,
-19.871253,-16.157410,-59.536369,69.807732,-3.926991,0.000000,-1.987125,-1.615741,-0.392699,-218.952824,-111.556706,5.890486,
-22.874718,-7.447260,-30.034646,87.101500,58.904862,628.318515,-2.287472,-0.744726,5.890486,-229.037871,-22.031785,-0.392699,
-22.453430,1.466431,4.212875,89.136910,-3.926991,-628.318515,-2.245343,0.146643,-0.392699,-206.957133,60.578693,-0.196350,
-19.276814,8.937581,31.766156,74.711496,-1.963495,19.634954,-1.927681,0.893758,-0.196350,-178.207241,115.797458,0.000000,
-16.988594,13.113430,22.882200,41.758494,0.000000,19.634954,-1.698859,1.311343,0.000000,-162.942326,146.161332,0.000000,
-15.932605,15.531110,10.559897,24.176793,0.000000,0.000000,-1.593260,1.553111,0.000000,-157.529180,165.595300,0.000000,
-15.629318,17.139890,3.032862,16.087803,0.000000,0.000000,-1.562932,1.713989,0.000000,-156.768460,178.652154,0.000000,
-15.753590,18.344767,-1.242720,12.048768,0.000000,0.000000,-1.575359,1.834477,0.000000,-153.613742,180.682150,0.052360,
-14.678643,17.277209,10.749479,-10.675580,0.523599,5.235988,-1.467864,1.727721,0.052360,-136.569265,160.746181,0.052360,
-12.934182,15.223925,17.444610,-20.532837,0.523599,0.000000,-1.293418,1.522393,0.052360,-119.427346,140.569620,0.052360,
-11.241403,13.231474,16.927782,-19.924514,0.523599,0.000000,-1.124140,1.323147,0.052360,-112.219569,125.361828,0.052360,
-11.843542,12.350655,-6.021390,-8.808187,0.523599,-0.000000,-1.184354,1.235066,0.052360,-127.721255,121.833032,0.052360,
-13.415914,12.068813,-15.723716,-2.818416,0.523599,0.000000,-1.341591,1.206881,0.052360,-142.824301,119.085729,0.052360,
-14.892766,11.790145,-14.768516,-2.786688,0.523599,0.000000,-1.489277,1.179014,0.052360,-157.322452,116.047975,0.052360,
-16.327982,11.462987,-14.352169,-3.271571,0.523599,0.000000,-1.632798,1.146299,0.052360,-171.553730,112.335051,0.052360,
-17.744153,11.056955,-14.161708,-4.060323,0.523599,-0.000000,-1.774415,1.105696,0.052360,-185.642828,107.722155,0.052360,
-19.148273,10.554462,-14.041199,-5.024928,0.523599,0.000000,-1.914827,1.055446,0.052360,-199.633201,102.092566,0.052360,
-20.539645,9.945483,-13.913718,-6.089793,0.523599,0.000000,-2.053965,0.994548,0.052360,-213.427808,95.342711,0.052360,
-21.913233,9.224609,-13.735875,-7.208736,0.523599,0.000000,-2.191323,0.922461,0.052360,-227.026941,87.466401,0.052360,
-23.262412,8.389111,-13.491790,-8.354981,0.523599,0.000000,-2.326241,0.838911,0.052360,-240.338045,78.437916,0.052360,
-24.579442,7.438132,-13.170303,-9.509791,0.523599,0.000000,-2.457944,0.743813,0.052360,-253.280610,68.256245,0.052360,
-25.856126,6.372082,-12.766845,-10.660504,0.523599,0.000000,-2.585613,0.637208,0.052360,-265.769626,56.930809,0.052360,
-27.084084,5.192331,-12.279573,-11.797503,0.523599,0.000000,-2.708408,0.519233,0.052360,-277.722905,44.480466,0.052360,
-28.254922,3.901033,-11.708384,-12.912980,0.523599,0.000000,-2.825492,0.390103,0.052360,-289.049888,31.133298,0.037815,
-29.356621,2.622612,-11.016989,-12.784212,0.378155,-1.454439,-2.935662,0.262261,0.037815,-299.344503,13.420809,-6.021385,
-30.277217,-0.041020,-9.205956,-26.636324,-60.213851,-605.920050,-3.027722,-0.004102,-6.021385,-302.025828,-32.490993,0.363611,
-29.819578,-5.954146,4.576383,-59.131252,3.636111,638.499610,-2.981958,-0.595415,0.363611,-280.209736,-104.360388,0.392699,
-26.241615,-13.690521,35.779633,-77.363753,3.926991,2.908799,-2.624162,-1.369052,0.392699,-225.109855,-178.884417,0.392699,
-19.320478,-20.498265,69.211368,-68.077439,3.926991,0.000000,-1.932048,-2.049827,0.392699,-141.147037,-230.668129,0.392699,
-10.196932,-24.422029,91.235461,-39.237636,3.926991,-0.000000,-1.019693,-2.442203,0.392699,-45.151564,-248.867060,0.392699,
-0.493203,-24.703349,97.037291,-2.813202,3.926991,0.000000,-0.049320,-2.470335,0.392699,47.166939,-230.958299,0.392699,
8.201734,-21.508252,86.949360,31.950966,3.926991,0.000000,0.820173,-2.150825,0.392699,121.968771,-182.611270,0.392699,
14.680900,-15.645553,64.791664,58.626995,3.926991,0.000000,1.468090,-1.564555,0.392699,170.152953,-114.114783,0.327249,
18.254699,-8.261680,35.737990,73.838727,3.272492,-6.544986,1.825470,-0.826168,0.327249,191.594705,-48.458700,0.000000,
19.661531,-2.878601,14.068322,53.830784,0.000000,-32.724922,1.966153,-0.287860,0.000000,202.018574,-10.547667,0.000000,
20.560310,0.005499,8.987791,28.840999,0.000000,0.000000,2.056031,0.000550,0.000000,210.583873,10.069210,0.000000,
21.417714,1.595480,8.574037,15.899815,0.000000,0.000000,2.141771,0.159548,0.000000,219.527824,20.584483,-0.052360,
22.352162,2.237431,9.344478,6.419509,-0.523599,-5.235988,2.235216,0.223743,-0.052360,229.433937,21.716580,-0.052360,
23.371665,2.036937,10.195032,-2.004941,-0.523599,0.000000,2.337167,0.203694,-0.052360,239.761790,16.603392,-0.052360,
24.405882,1.337711,10.342171,-6.992259,-0.523599,0.000000,2.440588,0.133771,-0.052360,249.951804,7.671011,-0.052360,
25.409330,0.324404,10.034478,-10.133067,-0.523599,0.000000,2.540933,0.032440,-0.052360,259.669703,-3.765592,-0.052360,
26.355502,-0.902146,9.461715,-12.265507,-0.523599,0.000000,2.635550,-0.090215,-0.052360,268.713008,-16.980754,-0.052360,
27.228451,-2.285702,8.729494,-13.835559,-0.523599,-0.000000,2.722845,-0.228570,-0.052360,276.966914,-31.563702,-0.052360,
28.017502,-3.793800,7.890514,-15.080975,-0.523599,0.000000,2.801750,-0.379380,-0.052360,284.320075,-47.266410,-0.052360,
28.714380,-5.406354,6.968775,-16.125539,-0.523599,0.000000,2.871438,-0.540635,-0.052360,290.715431,-63.932107,-0.052360,
29.312013,-7.109887,5.976334,-17.035332,-0.523599,0.000000,2.931201,-0.710989,-0.052360,296.079901,-81.445720,-0.052360,
29.803935,-8.894110,4.919214,-17.842229,-0.523599,0.000000,2.980394,-0.889411,-0.052360,300.352891,-99.714746,-0.052360,
30.184101,-10.750266,3.801661,-18.561565,-0.523599,0.000000,3.018410,-1.075027,-0.052360,303.473114,-118.654682,-0.052360,
30.446837,-12.670202,2.627365,-19.199353,-0.523599,-0.000000,3.044684,-1.267020,-0.052360,305.389088,-138.186234,-0.052360,
30.586863,-14.645925,1.400259,-19.757231,-0.523599,0.000000,3.058686,-1.464592,-0.052360,305.097767,-159.658685,-0.148353,
30.310826,-17.091356,-2.760374,-24.454312,-1.483531,-9.599317,3.031083,-1.709136,-0.148353,292.273361,-194.509908,-0.279253,
28.065098,-21.403794,-22.457280,-43.124382,-2.792533,-13.090027,2.806510,-2.140379,-0.279253,250.341030,-245.948234,-0.375246,
22.287531,-26.900437,-57.775670,-54.966429,-3.752463,-9.599295,2.228753,-2.690044,-0.375246,169.746230,-295.476688,-0.392699,
12.773618,-31.050437,-95.139122,-41.499996,-3.926991,-1.745281,1.277362,-3.105044,-0.392699,62.440898,-317.127038,-0.392699,
1.500595,-31.608188,-112.730236,-5.577515,-3.926991,0.000000,0.150059,-3.160819,-0.392699,-48.868516,-298.375993,-0.392699,
-9.227689,-28.021207,-107.282833,35.869814,-3.926991,0.000000,-0.922769,-2.802121,-0.392699,-143.376496,-241.496722,-0.392699,
-17.557016,-20.990905,-83.293276,70.303018,-3.926991,0.000000,-1.755702,-2.099091,-0.392699,-206.808072,-157.880807,5.890486,
-22.384169,-11.893976,-48.271526,90.969293,58.904862,628.318515,-2.238417,-1.189398,5.890486,-232.731048,-62.784417,-0.392699,
-23.384918,-2.305716,-10.007486,95.882597,-3.926991,-628.318515,-2.338492,-0.230572,-0.392699,-227.274396,22.150792,0.000000,
-22.292226,4.788564,10.926920,70.942798,0.000000,39.269908,-2.229223,0.478856,0.000000,-219.060137,71.686453,0.000000,
-21.718119,8.562766,5.741065,37.742016,0.000000,0.000000,-2.171812,0.856277,0.000000,-216.736439,99.256527,0.000000,
-21.707322,10.747938,0.107974,21.851719,0.000000,0.000000,-2.170732,1.074794,0.000000,-218.976638,116.026739,0.000000,
-22.073131,12.135742,-3.658088,13.878040,0.000000,0.000000,-2.207313,1.213574,0.000000,-223.162534,126.658870,0.000000,
-22.142881,12.733403,-0.697503,5.976613,0.000000,0.000000,-2.214288,1.273340,0.000000,-207.317358,119.219153,0.000000,
-19.733483,11.347864,24.093978,-13.855394,0.000000,0.000000,-1.973348,1.134786,0.000000,-184.474364,106.192315,0.000000,
-17.895829,10.356610,18.376545,-9.912533,0.000000,0.000000,-1.789583,1.035661,0.000000,-183.221202,107.809859,0.000000,
-18.636112,11.067288,-7.402830,7.106779,0.000000,0.000000,-1.863611,1.106729,0.000000,-190.958442,114.349780,0.000000,
-19.429157,11.688604,-7.930456,6.213156,0.000000,0.000000,-1.942916,1.168860,0.000000,-199.068509,120.262842,0.000000,
-20.250570,12.262628,-8.214128,5.740241,0.000000,0.000000,-2.025057,1.226263,0.000000,-207.378413,125.843801,0.000000,
-21.087145,12.811573,-8.365749,5.489445,0.000000,0.000000,-2.108715,1.281157,0.000000,-215.795905,131.249111,0.000000,
-21.931804,13.347205,-8.446592,5.356326,0.000000,0.000000,-2.193180,1.334721,0.000000,-224.654817,135.912357,0.043633,
-22.893255,13.685201,-9.614510,3.379961,0.436332,4.363323,-2.289326,1.368520,0.043633,-236.037806,136.089218,0.052360,
-24.139367,13.494372,-12.461118,-1.908291,0.523599,0.872665,-2.413937,1.349437,0.052360,-249.416630,131.988906,0.052360,
-25.526785,12.947123,-13.874179,-5.472491,0.523599,-0.000000,-2.552679,1.294712,0.052360,-263.657689,124.989357,0.052360,
-26.968229,12.148687,-14.414447,-7.984355,0.523599,0.000000,-2.696823,1.214869,0.052360,-278.131395,115.843509,0.052360,
-28.414691,11.157020,-14.464612,-9.916676,0.523599,0.000000,-2.841469,1.115702,0.052360,-292.343139,105.440086,0.065450,
-29.793655,10.162776,-13.789644,-9.942439,0.654499,1.309000,-2.979366,1.016278,0.065450,-307.253449,86.555861,-6.003932,
-31.406645,7.070187,-16.129894,-30.925888,-60.039319,-606.938170,-3.140664,0.707019,-6.003932,-319.843579,34.071175,0.375246,
-32.109009,0.304119,-7.023641,-67.660675,3.752464,637.917818,-3.210901,0.030412,0.375246,-310.643300,-48.924490,0.392699,
-29.810457,-8.713933,22.985518,-90.180519,3.926991,1.745272,-2.981046,-0.871393,0.392699,-266.311813,-137.919903,0.392699,
-23.887778,-17.169357,59.226789,-84.554239,3.926991,0.000000,-2.388778,-1.716936,0.392699,-189.804578,-208.271320,0.392699,
-15.188333,-22.972723,86.994453,-58.033666,3.926991,0.000000,-1.518833,-2.297272,0.392699,-94.307730,-245.232590,0.392699,
-5.266517,-25.091866,99.218158,-21.191427,3.926991,0.000000,-0.526652,-2.509187,0.392699,3.676290,-244.223309,0.392699,
4.227130,-23.450962,94.936465,16.409043,3.926991,-0.000000,0.422713,-2.345096,0.392699,89.072982,-208.834340,0.392699,
11.925252,-18.680586,76.981216,47.703753,3.926991,0.000000,1.192525,-1.868059,0.392699,150.858986,-148.072978,0.392699,
16.929690,-11.835935,50.044378,68.446517,3.926991,0.000000,1.692969,-1.183593,0.392699,183.646300,-75.810896,0.130900,
19.076278,-4.895260,21.465880,69.406749,1.308997,-26.179939,1.907628,-0.489526,0.130900,196.881188,-24.029351,0.000000,
20.068942,-0.960724,9.926646,39.345355,0.000000,-13.089969,2.006894,-0.096072,0.000000,191.106567,-4.822516,0.000000,
18.019442,-0.454715,-20.495001,5.060089,0.000000,0.000000,1.801944,-0.045472,0.000000,165.224238,-4.169383,0.000000,
15.463630,-0.390220,-25.558123,0.644951,0.000000,0.000000,1.546363,-0.039022,0.000000,153.977985,3.530508,0.043633,
15.741857,1.046216,2.782272,14.364362,0.436332,4.363323,1.574186,0.104622,0.043633,161.972519,18.997404,0.052360,
16.514638,2.481771,7.727808,14.355551,0.523599,0.872665,1.651464,0.248177,0.052360,169.389169,32.510519,0.052360,
17.234257,3.791518,7.196196,13.097470,0.523599,0.000000,1.723426,0.379152,0.052360,176.256540,45.393699,0.052360,
17.896349,5.074023,6.620919,12.825051,0.523599,0.000000,1.789635,0.507402,0.052360,182.494032,58.321720,0.052360,
18.491106,6.378753,5.947563,13.047296,0.523599,0.000000,1.849111,0.637875,0.052360,187.996848,71.622345,0.052360,
19.008468,7.729002,5.173622,13.502487,0.523599,0.000000,1.900847,0.772900,0.052360,192.673389,85.440983,0.052360,
19.439446,9.134080,4.309785,14.050781,0.523599,0.000000,1.943945,0.913408,0.052360,196.440524,99.822808,0.052360,
19.776258,10.595710,3.368113,14.616303,0.523599,0.000000,1.977626,1.059571,0.052360,199.224391,114.757445,0.052360,
20.012177,12.111425,2.359192,15.157150,0.523599,0.000000,2.001218,1.211143,0.052360,201.181476,129.924440,0.017453,
20.218559,13.576686,2.063824,14.652609,0.174533,-3.490659,2.021856,1.357669,0.017453,204.648467,142.350559,0.000000,
20.669922,14.662095,4.513629,10.854090,0.000000,-1.745329,2.066992,1.466210,0.000000,210.176365,151.746700,0.000000,
21.281997,15.518192,6.120745,8.560966,0.000000,0.000000,2.128200,1.551819,0.000000,216.850647,159.543723,0.000000,
21.981371,16.253846,6.993743,7.356539,0.000000,0.000000,2.198137,1.625385,0.000000,224.141634,166.496585,0.000000,
22.727650,16.925873,7.462789,6.720277,0.000000,0.000000,2.272765,1.692587,0.000000,232.014482,172.661050,-0.034907,
23.588009,17.442876,8.603591,5.170024,-0.349066,-3.490658,2.358801,1.744288,-0.034907,244.304698,172.313220,-0.178896,
25.191573,16.792750,16.035642,-6.501254,-1.788964,-14.398985,2.519157,1.679275,-0.178896,266.597465,150.630181,-0.296712,
27.778857,13.370008,25.872838,-34.227426,-2.967121,-11.781565,2.777886,1.337001,-0.296712,291.307417,96.156938,-0.383975,
29.865730,6.454977,20.868733,-69.150309,-3.839746,-8.726254,2.986573,0.645498,-0.383975,298.077092,11.550335,-0.392699,
29.290016,-2.778040,-5.757147,-92.330164,-3.926991,-0.872445,2.929002,-0.277804,-0.392699,271.615860,-81.831417,-0.392699,
25.154806,-11.866862,-41.352099,-90.888223,-3.926991,0.000000,2.515481,-1.186686,-0.392699,211.705077,-161.598078,-0.392699,
17.979985,-18.827703,-71.748209,-69.608410,-3.926991,-0.000000,1.797999,-1.882770,-0.392699,128.584238,-212.708612,-0.392699,
9.057049,-22.507983,-89.229354,-36.802796,-3.926991,0.000000,0.905705,-2.250798,-0.392699,36.792868,-228.412703,-0.392699,
-0.091436,-22.590159,-91.484851,-0.821756,-3.926991,0.000000,-0.009144,-2.259016,-0.392699,-49.016483,-209.859800,-0.392699,
-8.097503,-19.439342,-80.060668,31.508167,-3.926991,0.000000,-0.809750,-1.943934,-0.392699,-117.140199,-163.517079,-0.392699,
-13.946200,-13.882787,-58.486974,55.565550,-3.926991,-0.000000,-1.394620,-1.388279,-0.392699,-160.050026,-106.436553,0.000000,
-17.151646,-8.769471,-32.054456,51.133158,0.000000,39.269908,-1.715165,-0.876947,0.000000,-182.559196,-70.495316,0.000000,
-18.940012,-6.064172,-17.883659,27.052985,0.000000,0.000000,-1.894001,-0.606417,0.000000,-197.280922,-51.788796,0.000000,
-20.253261,-4.678319,-13.132493,13.858529,0.000000,0.000000,-2.025326,-0.467832,0.000000,-209.241129,-42.438483,0.000000,
-21.387998,-4.004238,-11.347365,6.740817,0.000000,0.000000,-2.138800,-0.400424,0.000000,-220.101911,-38.113017,0.000000,
-22.447642,-3.711241,-10.596444,2.929968,0.000000,0.000000,-2.244764,-0.371124,0.000000,-230.477282,-36.472029,0.000000,
-23.472686,-3.621525,-10.250432,0.897157,0.000000,0.000000,-2.347269,-0.362153,0.000000,-240.618232,-36.261015,0.000000,
-24.480758,-3.640045,-10.080725,-0.185201,0.000000,0.000000,-2.448076,-0.364005,0.000000,-250.644569,-36.811406,0.000000,
-25.480200,-3.716141,-9.994422,-0.760953,0.000000,0.000000,-2.548020,-0.371614,0.000000,-260.610319,-37.766468,0.000000,
-26.475157,-3.822848,-9.949570,-1.067077,0.000000,0.000000,-2.647516,-0.382285,0.000000,-270.545278,-38.936791,0.000000,
-27.467761,-3.945829,-9.926033,-1.229805,0.000000,0.000000,-2.746776,-0.394583,0.000000,-280.463500,-40.221459,0.000000,
-28.459120,-4.077458,-9.913596,-1.316296,0.000000,0.000000,-2.845912,-0.407746,0.000000,-290.373303,-41.566962,0.000000,
-29.449822,-4.213685,-9.907016,-1.362264,0.000000,0.000000,-2.944982,-0.421368,0.000000,-300.276951,-42.944554,0.000000,
-30.440170,-4.352354,-9.903483,-1.386688,0.000000,0.000000,-3.044017,-0.435235,0.000000,-310.179952,-44.339576,0.000000,
-31.430335,-4.492321,-9.901645,-1.399674,0.000000,0.000000,-3.143034,-0.449232,0.000000,-313.472144,-44.800356,0.000000,
-30.440234,-4.350340,9.901009,1.419806,0.000000,0.000000,-3.044023,-0.435034,0.000000,-287.391855,-41.072366,0.000000,
-27.536131,-3.935303,29.041026,4.150374,0.000000,0.000000,-2.753613,-0.393530,0.000000,-265.040634,-38.735451,0.052360,
-26.567795,-4.071268,9.683359,-1.359646,0.523599,5.235988,-2.656780,-0.407127,0.052360,-270.532360,-46.468258,0.052360,
-27.383486,-5.114414,-8.156910,-10.431461,0.523599,0.000000,-2.738349,-0.511441,0.052360,-277.965944,-58.835195,0.165807,
-27.989427,-6.740661,-6.059413,-16.262473,1.658065,11.344663,-2.798943,-0.674066,0.165807,-276.231970,-91.174066,0.331613,
-27.033031,-11.188963,9.563960,-44.483017,3.316134,16.580690,-2.703303,-1.118896,0.331613,-249.540625,-147.816110,0.392699,
-22.973350,-17.423081,40.596811,-62.341180,3.926991,6.108567,-2.297335,-1.742308,0.392699,-189.438585,-207.245828,0.392699,
-15.686727,-22.790509,72.866232,-53.674280,3.926991,0.000000,-1.568673,-2.279051,0.392699,-103.967461,-245.390477,0.392699,
-6.467452,-25.314015,92.192744,-25.235062,3.926991,0.000000,-0.646745,-2.531402,0.392699,-9.168804,-250.045643,0.392699,
2.957769,-24.290155,94.252208,10.238598,3.926991,0.000000,0.295777,-2.429016,0.392699,78.662545,-221.021508,0.392699,
11.035238,-19.997793,80.774697,42.923623,3.926991,0.000000,1.103524,-1.999779,0.392699,145.078881,-162.879978,0.392699,
16.591143,-13.393917,55.559048,66.038763,3.926991,0.000000,1.659114,-1.339392,0.392699,183.165894,-89.245810,0.392699,
19.113167,-5.663386,25.220241,77.305306,3.926991,0.000000,1.911317,-0.566339,0.392699,190.392135,-11.601531,0.392699,
18.581834,1.961794,-5.313338,76.251794,3.926991,0.000000,1.858183,0.196179,0.392699,169.258291,58.593223,0.327249,
15.423047,8.418938,-31.587865,64.571448,3.272492,-6.544986,1.542305,0.841894,0.327249,135.636093,109.087955,0.000000,
12.487627,12.338673,-29.354197,39.197343,0.000000,-32.724922,1.248763,1.233867,0.000000,115.399895,137.361581,0.000000,
11.020579,14.592122,-14.670480,22.534496,0.000000,0.000000,1.102058,1.459212,0.000000,106.239217,155.308189,0.000000,
10.430501,16.137097,-5.900787,15.449741,0.000000,0.000000,1.043050,1.613710,0.000000,103.442509,168.642203,0.000000,
10.332057,17.352452,-0.984437,12.153557,0.000000,0.000000,1.033206,1.735245,0.000000,104.450162,179.646215,-0.034907,
10.598365,18.351436,2.663083,9.989834,-0.349066,-3.490658,1.059837,1.835144,-0.034907,110.454199,187.633060,-0.052360,
11.428393,19.016847,8.300283,6.654116,-0.523599,-1.745329,1.142839,1.901685,-0.052360,120.976240,192.773682,-0.052360,
12.612117,19.433650,11.837235,4.168025,-0.523599,0.000000,1.261212,1.943365,-0.052360,134.101136,195.796908,-0.052360,
14.001705,19.659999,13.895877,2.263488,-0.523599,0.000000,1.400170,1.966000,-0.052360,148.769242,197.110788,-0.052360,
15.515240,19.726512,15.135351,0.665138,-0.523599,0.000000,1.551524,1.972651,-0.052360,164.383819,196.928496,-0.052360,
17.105970,19.649276,15.907306,-0.772360,-0.523599,0.000000,1.710597,1.964928,-0.052360,180.567532,195.391857,-0.034907,
18.728910,19.454820,16.229399,-1.944568,-0.349066,1.745329,1.872891,1.945482,-0.034907,195.091396,194.868214,0.026180,
19.984212,19.593360,12.553012,1.385404,0.261799,6.108652,1.998421,1.959336,0.026180,203.630094,200.392432,0.052360,
20.548036,20.441925,5.638243,8.485648,0.523599,2.617994,2.054804,2.044193,0.052360,206.838148,211.200177,0.008727,
20.803025,21.580908,2.549892,11.389835,0.087266,-4.363323,2.080303,2.158091,0.008727,210.474711,221.518372,0.000000,
21.242345,22.539705,4.393195,9.587961,0.000000,-0.872665,2.124234,2.253970,0.000000,215.570736,230.439766,0.000000,
21.792563,23.393479,5.502187,8.537745,0.000000,0.000000,2.179256,2.339348,0.000000,221.681199,238.405291,-0.072722,
22.519636,24.079932,7.270727,6.864533,-0.727221,-7.272208,2.251964,2.407993,-0.072722,238.521260,234.644669,-0.261800,
25.103676,22.581820,25.840396,-14.981122,-2.618002,-18.907812,2.510368,2.258182,-0.261800,273.627139,198.813518,-0.363611,
29.016931,17.367244,39.132548,-52.145757,-3.636114,-10.181120,2.901693,1.736724,-0.363611,308.187011,123.435714,-0.392699,
31.740843,8.347667,27.239120,-90.195777,-3.926991,-2.908769,3.174084,0.834767,-0.392699,316.551759,21.452827,-0.392699,
31.042399,-2.340553,-6.984439,-106.882193,-3.926991,0.000000,3.104240,-0.234055,-0.392699,286.487961,-82.862998,-0.392699,
26.425062,-12.281530,-46.173363,-99.409771,-3.926991,0.000000,2.642506,-1.228153,-0.392699,221.072483,-168.328491,-0.392699,
18.678970,-19.631289,-77.460919,-73.497592,-3.926991,0.000000,1.867897,-1.963129,-0.392699,132.475295,-221.285859,-0.392699,
9.244840,-23.378950,-94.341301,-37.476610,-3.926991,0.000000,0.924484,-2.337895,-0.392699,37.098802,-236.948561,-0.213803,
0.066069,-23.544294,-91.787711,-1.653438,-2.138028,17.889626,0.006607,-2.354429,-0.213803,-33.872086,-231.809185,0.000000,
-5.378237,-22.969605,-54.443059,5.746896,0.000000,21.380282,-0.537824,-2.296960,0.000000,-72.572991,-228.612050,0.000000,
-8.367783,-22.850115,-29.895460,1.194898,0.000000,0.000000,-0.836778,-2.285012,0.000000,-94.700396,-229.927376,0.000000,
-10.139822,-23.140663,-17.720393,-2.905479,0.000000,0.000000,-1.013982,-2.314066,0.000000,-104.728057,-229.231655,-0.008727,
